ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
kate-where-1-1,kate-where-1,wena,247,false,expert,,,,
kate-hestands-1-1,kate-hestands-1,doma-,248,false,expert,,,,
kate-hewashes-1-1,kate-hewashes-1,dzure-,249,false,expert,,,,
kate-hebitesit-1-1,kate-hebitesit-1,ki-,16,false,expert,,,,
kate-dull-1-1,kate-dull-1,mic mâŋ,250,false,expert,,,,
kate-hesays-1-1,kate-hesays-1,mu-,251,false,expert,,,,
kate-shesews-1-1,kate-shesews-1,gbâtâ-,252,false,expert,,,,
kate-black-1-1,kate-black-1,gâgâpâc,253,false,expert,,,,
kate-hecries-1-1,kate-hecries-1,kio-,254,false,expert,,,,
kate-all-1-1,kate-all-1,sasawa,146,false,expert,,,,
kate-work-1-1,kate-work-1,gie,255,false,expert,,,,
kate-green-1-1,kate-green-1,ârâŋbâric,148,false,expert,,,,
kate-spear-1-1,kate-spear-1,damu,153,false,expert,,,,
kate-moon-1-1,kate-moon-1,mosa,256,false,expert,,,,
kate-itshead-1-1,kate-itshead-1,kpitsec-,257,false,expert,,,,
kate-white-1-1,kate-white-1,kapŋ kapŋ,258,false,expert,,,,
kate-hedigs-1-1,kate-hedigs-1,wise-,149,false,expert,,,,
kate-red-1-1,kate-red-1,bâbâroŋ,259,false,expert,,,,
kate-and-1-1,kate-and-1,eme,191,false,expert,,,,
kate-many-1-1,kate-many-1,bocyaha,260,false,expert,,,,
kate-ye-1-1,kate-ye-1,ŋoŋe,113,false,expert,,,,
kate-yellow-1-1,kate-yellow-1,bâŋeŋne,261,false,expert,,,,
kate-hisbrother-1-1,kate-hisbrother-1,hahac-,262,false,expert,,,,
kate-night-1-1,kate-night-1,ŋafe,263,false,expert,,,,
kate-itsflower-1-1,kate-itsflower-1,âri-,3,false,expert,,,,
kate-good-1-1,kate-good-1,biaŋne,264,false,expert,,,,
kate-hevomits-1-1,kate-hevomits-1,maŋu-,265,false,expert,,,,
kate-hot-1-1,kate-hot-1,dzoc,266,false,expert,,,,
kate-heblows-1-1,kate-heblows-1,ficne-,37,false,expert,,,,
kate-round-1-1,kate-round-1,orâŋ orâŋ,158,false,expert,,,,
kate-hishand-1-1,kate-hishand-1,me-,267,false,expert,,,,
kate-long-1-1,kate-long-1,dzoricne,268,false,expert,,,,
kate-hissister-1-1,kate-hissister-1,seŋ-,269,false,expert,,,,
kate-new-1-1,kate-new-1,gbâricne,48,false,expert,,,,
kate-short-1-1,kate-short-1,bembeŋ,270,false,expert,,,,
kate-that-1-1,kate-that-1,i,271,false,expert,,,,
kate-itswells-1-1,kate-itswells-1,siwiŋne-,172,false,expert,,,,
kate-itisdry-1-1,kate-itisdry-1,kereŋke-,167,false,expert,,,,
kate-hefalls-1-1,kate-hefalls-1,waha-,272,false,expert,,,,
kate-big-1-1,kate-big-1,kâcgbene,273,false,expert,,,,
kate-hisfather-1-1,kate-hisfather-1,mamac-,224,false,expert,,,,
kate-cold-1-1,kate-cold-1,mâteŋne,173,false,expert,,,,
kate-stick-1-1,kate-stick-1,gbaru,198,false,expert,,,,
kate-itisfull-1-1,kate-itisfull-1,fuse-,274,false,expert,,,,
kate-helaughs-1-1,kate-helaughs-1,gâwie-,275,false,expert,,,,
kate-itsname-1-1,kate-itsname-1,dzâne-,276,false,expert,,,,
kate-rightside-1-1,kate-rightside-1,fâre,277,false,expert,,,,
kate-not-1-1,kate-not-1,mi,179,false,expert,,,,
kate-they-1-1,kate-they-1,yaŋe,278,false,expert,,,,
kate-small-1-1,kate-small-1,piticne,279,false,expert,,,,
kate-itsfat-1-1,kate-itsfat-1,wokemaŋ,182,false,expert,,,,
kate-this-1-1,kate-this-1,dzi,280,false,expert,,,,
kate-itsfoot-1-1,kate-itsfoot-1,kike-,281,false,expert,,,,
kate-itburns-1-1,kate-itburns-1,dza-,66,false,expert,,,,
kate-hesucks-1-1,kate-hesucks-1,apuru-,282,false,expert,,,,
kate-star-1-1,kate-star-1,bâpiŋ,180,false,expert,,,,
kate-hismother-1-1,kate-hismother-1,neŋgoc-,186,false,expert,,,,
kate-road-1-1,kate-road-1,hata,283,false,expert,,,,
kate-heturns-1-1,kate-heturns-1,bârisie-,284,false,expert,,,,
kate-water-1-1,kate-water-1,opâ,285,false,expert,,,,
kate-itstongue-1-1,kate-itstongue-1,nameŋ-,184,false,expert,,,,
kate-sun-1-1,kate-sun-1,dzoaŋ,286,false,expert,,,,
kate-clothing-1-1,kate-clothing-1,kporuc,287,false,expert,,,,
kate-smoke-1-1,kate-smoke-1,hosâc,82,false,expert,,,,
kate-worm-1-1,kate-worm-1,gbasu,188,false,expert,,,,
kate-hisknee-1-1,kate-hisknee-1,dieŋ,288,false,expert,,,,
kate-rope-1-1,kate-rope-1,muc,289,false,expert,,,,
kate-hehithim-1-1,kate-hehithim-1,kpa-,86,false,expert,,,,
kate-some-1-1,kate-some-1,gâc-,193,false,expert,,,,
kate-cloud-1-1,kate-cloud-1,karorac,290,false,expert,,,,
kate-old-1-1,kate-old-1,raŋgbaŋ,291,false,expert,,,,
kate-thou-1-1,kate-thou-1,go,292,false,expert,,,,
kate-hespits-1-1,kate-hespits-1,tâfec-,140,false,expert,,,,
kate-heknows-1-1,kate-heknows-1,mana-,293,false,expert,,,,
kate-itsfruit-1-1,kate-itsfruit-1,fâric-,165,false,expert,,,,
kate-itsclaw-1-1,kate-itsclaw-1,misiŋ-,294,false,expert,,,,
kate-snake-1-1,kate-snake-1,homa,295,false,expert,,,,
kate-sand-1-1,kate-sand-1,moŋgeŋ,201,false,expert,,,,
kate-hethrows-1-1,kate-hethrows-1,behe-,296,false,expert,,,,
kate-bird-1-1,kate-bird-1,wipe,297,false,expert,,,,
kate-there-1-1,kate-there-1,ocna,298,false,expert,,,,
kate-stone-1-1,kate-stone-1,kpânâ,299,false,expert,,,,
kate-we-1-1,kate-we-1,ŋâŋâc,4,false,expert,,,,
kate-woman-1-1,kate-woman-1,ŋokac,206,false,expert,,,,
kate-itstooth-1-1,kate-itstooth-1,mic-,300,false,expert,,,,
