ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
dedua-warm-1,92185,dedua,warm,hâroŋa,hâroŋa,h â r o ŋ a,warm,McElhanon1967,232,
dedua-louse-1,91415,dedua,louse,yomiŋ,yomiŋ,y o m i ŋ,louse,McElhanon1967,128,
dedua-itswing-1,92073,dedua,itswing,kpegaŋ-,kpegaŋ-,k p e g a ŋ -,(its) wing,McElhanon1967,7,
dedua-what-1,90505,dedua,what,dafi,dafi,d a f i,what,McElhanon1967,233,
dedua-dull-1,92199,dedua,dull,enarakpak,enarakpak,e n a r a k p a k,dull,McElhanon1967,234,
dedua-dog-1,91429,dedua,dog,kasi,kasi,k a s i,dog,McElhanon1967,134,
dedua-leftside-1,91751,dedua,leftside,kana,kana,k a n a,left (side),McElhanon1967,131,
dedua-hesits-1,90687,dedua,hesits,tak-,tak-,t a k -,(he) sits,McElhanon1967,130,
dedua-hewashes-1,91849,dedua,hewashes,dzuak-,dzuak-,d z u a k -,(he) washes,McElhanon1967,235,
dedua-hedies-1,90953,dedua,hedies,home-,home-,h o m e -,(he) dies,McElhanon1967,136,
dedua-theyplay-1,92325,dedua,theyplay,ariak,ariak,a r i a k,(they) play,McElhanon1967,236,
dedua-bird-1,91443,dedua,bird,neŋ,neŋ,n e ŋ,bird,McElhanon1967,237,
dedua-ye-1,91653,dedua,ye,ŋeni,ŋeni,ŋ e n i,ye,McElhanon1967,238,
dedua-hegivesme-1,90701,dedua,hegivesme,nen-,nen-,n e n -,(he) gives me,McElhanon1967,8,
dedua-heseesme-1,90967,dedua,heseesme,nen-,nen-,n e n -,(he) sees me,McElhanon1967,239,
kate-itsbone-1,91632,kate,itsbone,siec-,siec-,s i e c -,(its) bone,McElhanon1967,89,
kate-what-1,90512,kate,what,wemo,wemo,w e m o,what,McElhanon1967,240,
kate-itswing-1,92080,kate,itswing,fakec-,fakec-,f a k e c -,(its) wing,McElhanon1967,241,
kate-heseesme-1,90974,kate,heseesme,honecnu-,honecnu-,h o n e c n u -,(he) sees me,McElhanon1967,242,
kate-itsblood-1,91492,kate,itsblood,soc-,soc-,s o c -,(its) blood,McElhanon1967,127,
kate-hegivesme-1,90708,kate,hegivesme,nare-,nare-,n a r e -,(he) gives me,McElhanon1967,243,
kate-lake-1,91968,kate,lake,dzâkâŋ,dzâkâŋ,d z â k â ŋ,lake,McElhanon1967,11,
kate-hesleeps-1,90988,kate,hesleeps,fo-,fo-,f o -,(he) sleeps,McElhanon1967,10,
kate-heholds-1,91772,kate,heholds,ro-,ro-,r o -,(he) holds,McElhanon1967,244,
kate-i-1,90456,kate,i,no,no,n o,I,McElhanon1967,245,
kate-itseye-1,91590,kate,itseye,dzâŋe-,dzâŋe-,d z â ŋ e -,(its) eye,McElhanon1967,246,
kate-heeats-1,91002,kate,heeats,nâ-,nâ-,n â -,(he) eats,McElhanon1967,12,
kate-where-1,91688,kate,where,wena,wena,w e n a,where,McElhanon1967,247,
kate-hestands-1,90722,kate,hestands,doma-,doma-,d o m a -,(he) stands,McElhanon1967,248,
kate-hewashes-1,91856,kate,hewashes,dzure-,dzure-,d z u r e -,(he) washes,McElhanon1967,249,
kate-hebitesit-1,91016,kate,hebitesit,ki-,ki-,k i -,(he) bites it,McElhanon1967,16,
kate-dull-1,92206,kate,dull,mic mâŋ,mic mâŋ,m i c + m â ŋ,dull,McElhanon1967,250,
kate-hesays-1,90582,kate,hesays,mu-,mu-,m u -,(he) says,McElhanon1967,251,
kate-shesews-1,92276,kate,shesews,gbâtâ-,gbâtâ-,g b â t â -,(she) sews,McElhanon1967,252,
kate-black-1,91030,kate,black,gâgâpâc,gâgâpâc,g â g â p â c,black,McElhanon1967,253,
kate-hecries-1,92150,kate,hecries,kio-,kio-,k i o -,(he) cries,McElhanon1967,254,
kate-all-1,90736,kate,all,sasawa,sasawa,s a s a w a,all,McElhanon1967,146,
kate-work-1,92360,kate,work,gie,gie,g i e,work,McElhanon1967,255,
kate-green-1,91044,kate,green,ârâŋbâric,ârâŋbâric,â r â ŋ b â r i c,green,McElhanon1967,148,
kate-spear-1,92374,kate,spear,damu,damu,d a m u,spear,McElhanon1967,153,
kate-moon-1,90596,kate,moon,mosa,mosa,m o s a,moon,McElhanon1967,256,
kate-itshead-1,91618,kate,itshead,kpitsec-,kpitsec-,k p i t s e c -,(its) head,McElhanon1967,257,
kate-white-1,91058,kate,white,kapŋ kapŋ,kapŋ kapŋ,k a p ŋ + k a p ŋ,white,McElhanon1967,258,
kate-hedigs-1,91870,kate,hedigs,wise-,wise-,w i s e -,(he) digs,McElhanon1967,149,
kate-red-1,91072,kate,red,bâbâroŋ,bâbâroŋ,b â b â r o ŋ,red,McElhanon1967,259,
kate-and-1,91716,kate,and,eme,eme,e m e,and,McElhanon1967,191,
kate-many-1,90750,kate,many,bocyaha,bocyaha,b o c y a h a,many,McElhanon1967,260,
kate-ye-1,91660,kate,ye,ŋoŋe,ŋoŋe,ŋ o ŋ e,ye,McElhanon1967,113,
kate-yellow-1,91086,kate,yellow,bâŋeŋne,bâŋeŋne,b â ŋ e ŋ n e,yellow,McElhanon1967,261,
kate-hisbrother-1,92220,kate,hisbrother,hahac-,hahac-,h a h a c -,(his) brother,McElhanon1967,262,
kate-night-1,90764,kate,night,ŋafe,ŋafe,ŋ a f e,night,McElhanon1967,263,
kate-itsflower-1,91982,kate,itsflower,âri-,âri-,â r i -,(its) flower,McElhanon1967,3,
kate-good-1,91100,kate,good,biaŋne,biaŋne,b i a ŋ n e,good,McElhanon1967,264,
kate-hevomits-1,92108,kate,hevomits,maŋu-,maŋu-,m a ŋ u -,(he) vomits,McElhanon1967,265,
kate-hot-1,91114,kate,hot,dzoc,dzoc,d z o c,hot,McElhanon1967,266,
kate-heblows-1,92388,kate,heblows,ficne-,ficne-,f i c n e -,(he) blows,McElhanon1967,37,
kate-round-1,90610,kate,round,orâŋ orâŋ,orâŋ orâŋ,o r â ŋ + o r â ŋ,round,McElhanon1967,158,
kate-hishand-1,91506,kate,hishand,me-,me-,m e -,(his) hand,McElhanon1967,267,
kate-long-1,90778,kate,long,dzoricne,dzoricne,d z o r i c n e,long,McElhanon1967,268,
kate-hissister-1,92234,kate,hissister,seŋ-,seŋ-,s e ŋ -,(his) sister,McElhanon1967,269,
kate-new-1,91128,kate,new,gbâricne,gbâricne,g b â r i c n e,new,McElhanon1967,48,
kate-short-1,91912,kate,short,bembeŋ,bembeŋ,b e m b e ŋ,short,McElhanon1967,270,
kate-that-1,90526,kate,that,i,i,i,that,McElhanon1967,271,
kate-itswells-1,92402,kate,itswells,siwiŋne-,siwiŋne-,s i w i ŋ n e -,(it) swells,McElhanon1967,172,
kate-itisdry-1,91142,kate,itisdry,kereŋke-,kereŋke-,k e r e ŋ k e -,(it is) dry,McElhanon1967,167,
kate-hefalls-1,91786,kate,hefalls,waha-,waha-,w a h a -,(he) falls,McElhanon1967,272,
kate-big-1,90792,kate,big,kâcgbene,kâcgbene,k â c g b e n e,big,McElhanon1967,273,
kate-hisfather-1,92248,kate,hisfather,mamac-,mamac-,m a m a c -,(his) father,McElhanon1967,224,
kate-cold-1,91156,kate,cold,mâteŋne,mâteŋne,m â t e ŋ n e,cold,McElhanon1967,173,
kate-stick-1,92010,kate,stick,gbaru,gbaru,g b a r u,stick,McElhanon1967,198,
kate-itisfull-1,90624,kate,itisfull,fuse-,fuse-,f u s e -,(it is) full,McElhanon1967,274,
kate-helaughs-1,92122,kate,helaughs,gâwie-,gâwie-,g â w i e -,(he) laughs,McElhanon1967,275,
kate-itsname-1,91170,kate,itsname,dzâne-,dzâne-,d z â n e -,(its) name,McElhanon1967,276,
kate-rightside-1,91744,kate,rightside,fâre,fâre,f â r e,right (side),McElhanon1967,277,
kate-not-1,91184,kate,not,mi,mi,m i,not,McElhanon1967,179,
kate-they-1,91674,kate,they,yaŋe,yaŋe,y a ŋ e,they,McElhanon1967,278,
kate-small-1,90806,kate,small,piticne,piticne,p i t i c n e,small,McElhanon1967,279,
kate-itsfat-1,90918,kate,itsfat,wokemaŋ,wokemaŋ,w o k e m a ŋ,(its) fat,McElhanon1967,182,
kate-this-1,90540,kate,this,dzi,dzi,d z i,this,McElhanon1967,280,
kate-itsfoot-1,91548,kate,itsfoot,kike-,kike-,k i k e -,(its) foot,McElhanon1967,281,
kate-itburns-1,91198,kate,itburns,dza-,dza-,d z a -,(it) burns,McElhanon1967,66,
kate-hesucks-1,92136,kate,hesucks,apuru-,apuru-,a p u r u -,(he) sucks,McElhanon1967,282,
kate-star-1,90820,kate,star,bâpiŋ,bâpiŋ,b â p i ŋ,star,McElhanon1967,180,
kate-hismother-1,92262,kate,hismother,neŋgoc-,neŋgoc-,n e ŋ g o c -,(his) mother,McElhanon1967,186,
kate-road-1,91212,kate,road,hata,hata,h a t a,road,McElhanon1967,283,
kate-heturns-1,91800,kate,heturns,bârisie-,bârisie-,b â r i s i e -,(he) turns,McElhanon1967,284,
kate-water-1,91226,kate,water,opâ,opâ,o p â,water,McElhanon1967,285,
kate-itstongue-1,91520,kate,itstongue,nameŋ-,nameŋ-,n a m e ŋ -,(its) tongue,McElhanon1967,184,
kate-sun-1,90834,kate,sun,dzoaŋ,dzoaŋ,d z o a ŋ,sun,McElhanon1967,286,
kate-clothing-1,92346,kate,clothing,kporuc,kporuc,k p o r u c,clothing,McElhanon1967,287,
kate-smoke-1,91240,kate,smoke,hosâc,hosâc,h o s â c,smoke,McElhanon1967,82,
kate-worm-1,92024,kate,worm,gbasu,gbasu,g b a s u,worm,McElhanon1967,188,
kate-hisknee-1,90638,kate,hisknee,dieŋ,dieŋ,d i e ŋ,(his) knee,McElhanon1967,288,
kate-rope-1,92290,kate,rope,muc,muc,m u c,rope,McElhanon1967,289,
kate-hehithim-1,91254,kate,hehithim,kpa-,kpa-,k p a -,(he) hit him,McElhanon1967,86,
kate-some-1,91898,kate,some,gâc-,gâc-,g â c -,some,McElhanon1967,193,
kate-cloud-1,90848,kate,cloud,karorac,karorac,k a r o r a c,cloud,McElhanon1967,290,
kate-old-1,92178,kate,old,raŋgbaŋ,raŋgbaŋ,r a ŋ g b a ŋ,old,McElhanon1967,291,
kate-thou-1,90470,kate,thou,go,go,g o,thou,McElhanon1967,292,
kate-hespits-1,92164,kate,hespits,tâfec-,tâfec-,t â f e c -,(he) spits,McElhanon1967,140,
kate-heknows-1,91268,kate,heknows,mana-,mana-,m a n a -,(he) knows,McElhanon1967,293,
kate-itsfruit-1,91996,kate,itsfruit,fâric-,fâric-,f â r i c -,(its) fruit,McElhanon1967,165,
kate-itsclaw-1,90652,kate,itsclaw,misiŋ-,misiŋ-,m i s i ŋ -,(its) claw,McElhanon1967,294,
kate-snake-1,92038,kate,snake,homa,homa,h o m a,snake,McElhanon1967,295,
kate-sand-1,91282,kate,sand,moŋgeŋ,moŋgeŋ,m o ŋ g e ŋ,sand,McElhanon1967,201,
kate-hethrows-1,91814,kate,hethrows,behe-,behe-,b e h e -,(he) throws,McElhanon1967,296,
kate-bird-1,91450,kate,bird,wipe,wipe,w i p e,bird,McElhanon1967,297,
kate-there-1,91730,kate,there,ocna,ocna,o c n a,there,McElhanon1967,298,
kate-stone-1,91296,kate,stone,kpânâ,kpânâ,k p â n â,stone,McElhanon1967,299,
kate-we-1,90484,kate,we,ŋâŋâc,ŋâŋâc,ŋ â ŋ â c,we,McElhanon1967,4,
kate-woman-1,91464,kate,woman,ŋokac,ŋokac,ŋ o k a c,woman,McElhanon1967,206,
kate-itstooth-1,91534,kate,itstooth,mic-,mic-,m i c -,(its) tooth,McElhanon1967,300,
kate-rain-1,90862,kate,rain,hoe,hoe,h o e,rain,McElhanon1967,203,
kate-itsskin-1,91604,kate,itsskin,sahac-,sahac-,s a h a c -,(its) skin,McElhanon1967,301,
kate-who-1,90498,kate,who,moc,moc,m o c,who,McElhanon1967,74,
kate-itstail-1,91562,kate,itstail,gec-,gec-,g e c -,(its) tail,McElhanon1967,302,
kate-mountain-1,91310,kate,mountain,tiki,tiki,t i k i,mountain,McElhanon1967,207,
kate-wind-1,91926,kate,wind,mâŋâŋ,mâŋâŋ,m â ŋ â ŋ,wind,McElhanon1967,303,
kate-itsbelly-1,90876,kate,itsbelly,bu-,bu-,b u -,(its) belly,McElhanon1967,304,
kate-animal-1,92052,kate,animal,kpowi,kpowi,k p o w i,animal,McElhanon1967,305,
kate-ashes-1,91324,kate,ashes,dzafe,dzafe,d z a f e,ashes,McElhanon1967,306,
kate-hepulls-1,91828,kate,hepulls,fâre-,fâre-,f â r e -,(he) pulls,McElhanon1967,307,
kate-one-1,90554,kate,one,mocyaha,mocyaha,m o c y a h a,one,McElhanon1967,199,
kate-itsbreath-1,92094,kate,itsbreath,noka-,noka-,n o k a -,(its) breath,McElhanon1967,151,
kate-earth-1,91338,kate,earth,mâreŋ,mâreŋ,m â r e ŋ,earth,McElhanon1967,308,
kate-he-1,91646,kate,he,e,e,e,he,McElhanon1967,99,
kate-breast-1,90666,kate,breast,moŋ-,moŋ-,m o ŋ -,breast,McElhanon1967,309,
kate-hecounts-1,92318,kate,hecounts,wose-,wose-,w o s e -,(he) counts,McElhanon1967,220,
kate-itsnose-1,90890,kate,itsnose,sâke-,sâke-,s â k e -,(its) nose,McElhanon1967,213,
kate-itsback-1,92066,kate,itsback,râpe-,râpe-,r â p e -,(its) back,McElhanon1967,310,
kate-itsleaf-1,91352,kate,itsleaf,rehac-,rehac-,r e h a c -,(its) leaf,McElhanon1967,311,
kate-sky-1,91940,kate,sky,sambâŋ,sambâŋ,s a m b â ŋ,sky,McElhanon1967,312,
kate-tree-1,91366,kate,tree,yâc,yâc,y â c,tree,McElhanon1967,313,
kate-hepushes-1,91842,kate,hepushes,tuŋke-,tuŋke-,t u ŋ k e -,(he) pushes,McElhanon1967,212,
kate-itsheart-1,90904,kate,itsheart,bu hândâŋ-,bu hândâŋ-,b u + h â n d â ŋ -,(its) heart,McElhanon1967,314,
kate-warm-1,92192,kate,warm,hâroŋne,hâroŋne,h â r o ŋ n e,warm,McElhanon1967,232,
kate-man-1,91478,kate,man,ŋic,ŋic,ŋ i c,man,McElhanon1967,218,
kate-leftside-1,91758,kate,leftside,kpana,kpana,k p a n a,left (side),McElhanon1967,131,
kate-itsroot-1,91380,kate,itsroot,gâtâ-,gâtâ-,g â t â -,(its) root,McElhanon1967,223,
kate-hecuts-1,91884,kate,hecuts,hetâcne-,hetâcne-,h e t â c n e -,(he) cuts,McElhanon1967,315,
kate-hecomes-1,90680,kate,hecomes,wefu-,wefu-,w e f u -,(he) comes,McElhanon1967,316,
kate-how-1,91702,kate,how,weniŋuc,weniŋuc,w e n i ŋ u c,how,McElhanon1967,317,
kate-itsseed-1,91394,kate,itsseed,hândâŋ-,hândâŋ-,h â n d â ŋ -,(its) seed,McElhanon1967,227,
kate-theyplay-1,92332,kate,theyplay,mamasiri-,mamasiri-,m a m a s i r i -,(they) play,McElhanon1967,318,
kate-itsear-1,91408,kate,itsear,hatsec-,hatsec-,h a t s e c -,(its) ear,McElhanon1967,126,
kate-heshoots-1,92304,kate,heshoots,muru-,muru-,m u r u -,(he) shoots,McElhanon1967,319,
kate-itsneck-1,90932,kate,itsneck,upe-,upe-,u p e -,its neck,McElhanon1967,229,
kate-itsmeat-1,91576,kate,itsmeat,bihuc-,bihuc-,b i h u c -,(its) meat,McElhanon1967,320,
kate-two-1,90568,kate,two,yayahec,yayahec,y a y a h e c,two,McElhanon1967,225,
kate-dust-1,91954,kate,dust,gâc,gâc,g â c,dust,McElhanon1967,321,
kate-louse-1,91422,kate,louse,imeŋ,imeŋ,i m e ŋ,louse,McElhanon1967,128,
kate-itshair-1,90946,kate,itshair,dzâwâ-,dzâwâ-,d z â w â -,(its) hair,McElhanon1967,231,
kate-dog-1,91436,kate,dog,kpâto,kpâto,k p â t o,dog,McElhanon1967,322,
kate-hedies-1,90960,kate,hedies,hâmo-,hâmo-,h â m o -,(he) dies,McElhanon1967,136,
kate-hesits-1,90694,kate,hesits,ŋe-,ŋe-,ŋ e -,(he) sits,McElhanon1967,323,
komba-there-1,91725,komba,there,ade,ade,a d e,there,McElhanon1967,93,
komba-hegivesme-1,90703,komba,hegivesme,nih-,nih-,n i h -,(he) gives me,McElhanon1967,324,
komba-itsbone-1,91627,komba,itsbone,tân-,tân-,t â n -,(its) bone,McElhanon1967,325,
komba-hesays-1,90577,komba,hesays,s-,s-,s -,(he) says,McElhanon1967,6,
komba-ye-1,91655,komba,ye,zen,zen,z e n,ye,McElhanon1967,326,
komba-hesleeps-1,90983,komba,hesleeps,zi-,zi-,z i -,(he) sleeps,McElhanon1967,327,
komba-itswells-1,92397,komba,itswells,suk-,suk-,s u k -,(it) swells,McElhanon1967,328,
komba-heeats-1,90997,komba,heeats,ni-,ni-,n i -,(he) eats,McElhanon1967,12,
komba-hethrows-1,91809,komba,hethrows,pan-,pan-,p a n -,(he) throws,McElhanon1967,329,
komba-hestands-1,90717,komba,hestands,kin-,kin-,k i n -,(he) stands,McElhanon1967,330,
komba-work-1,92355,komba,work,nep,nep,n e p,work,McElhanon1967,331,
komba-hebitesit-1,91011,komba,hebitesit,zihi-,zihi-,z i h i -,(he) bites it,McElhanon1967,332,
komba-hepulls-1,91823,komba,hepulls,oloŋ-,oloŋ-,o l o ŋ -,(he) pulls,McElhanon1967,137,
komba-black-1,91025,komba,black,sumun sumun,sumun sumun,s u m u n + s u m u n,black,McElhanon1967,333,
komba-dust-1,91949,komba,dust,isak,isak,i s a k,dust,McElhanon1967,334,
komba-all-1,90731,komba,all,aksik,aksik,a k s i k,all,McElhanon1967,335,
komba-hedigs-1,91865,komba,hedigs,keda-,keda-,k e d a -,(he) digs,McElhanon1967,336,
komba-green-1,91039,komba,green,wâhân wâhân,wâhân wâhân,w â h â n + w â h â n,green,McElhanon1967,337,
komba-shesews-1,92271,komba,shesews,gare-,gare-,g a r e -,(she) sews,McElhanon1967,338,
komba-moon-1,90591,komba,moon,kain,kain,k a i n,moon,McElhanon1967,24,
komba-itsflower-1,91977,komba,itsflower,bâlo-,bâlo-,b â l o -,(its) flower,McElhanon1967,339,
komba-hishand-1,91501,komba,hishand,bit-,bit-,b i t -,(his) hand,McElhanon1967,340,
komba-itseye-1,91585,komba,itseye,si-,si-,s i -,(its) eye,McElhanon1967,15,
komba-white-1,91053,komba,white,kau kau,kau kau,k a u + k a u,white,McElhanon1967,341,
komba-rightside-1,91739,komba,rightside,bon,bon,b o n,right (side),McElhanon1967,342,
komba-many-1,90745,komba,many,biwirâ,biwirâ,b i w i r â,many,McElhanon1967,343,
komba-leftside-1,91753,komba,leftside,kane,kane,k a n e,left (side),McElhanon1967,131,
komba-that-1,90521,komba,that,zo,zo,z o,that,McElhanon1967,22,
komba-spear-1,92369,komba,spear,ligip,ligip,l i g i p,spear,McElhanon1967,344,
komba-red-1,91067,komba,red,kuriŋ,kuriŋ,k u r i ŋ,red,McElhanon1967,345,
komba-clothing-1,92341,komba,clothing,pet,pet,p e t,clothing,McElhanon1967,346,
komba-dog-1,91431,komba,dog,wau,wau,w a u,dog,McElhanon1967,347,
komba-itsfoot-1,91543,komba,itsfoot,ki-,ki-,k i -,(its) foot,McElhanon1967,281,
komba-yellow-1,91081,komba,yellow,gibaŋ gibaŋ,gibaŋ gibaŋ,g i b a ŋ + g i b a ŋ,yellow,McElhanon1967,348,
komba-itsfruit-1,91991,komba,itsfruit,bon-,bon-,b o n -,(its) fruit,McElhanon1967,349,
komba-night-1,90759,komba,night,ŋatik,ŋatik,ŋ a t i k,night,McElhanon1967,350,
komba-and-1,91711,komba,and,opŋâ,opŋâ,o p ŋ â,and,McElhanon1967,351,
komba-round-1,90605,komba,round,gawâŋ gawâŋ,gawâŋ gawâŋ,g a w â ŋ + g a w â ŋ,round,McElhanon1967,352,
komba-itsskin-1,91599,komba,itsskin,sâk-,sâk-,s â k -,(its) skin,McElhanon1967,353,
komba-good-1,91095,komba,good,âlipŋâ,âlipŋâ,â l i p ŋ â,good,McElhanon1967,354,
komba-where-1,91683,komba,where,wanân,wanân,w a n â n,where,McElhanon1967,355,
komba-thou-1,90465,komba,thou,gâ,gâ,g â,thou,McElhanon1967,292,
komba-heblows-1,92383,komba,heblows,waa-,waa-,w a a -,(he) blows,McElhanon1967,356,
komba-hot-1,91109,komba,hot,kârâp,kârâp,k â r â p,hot,McElhanon1967,357,
komba-worm-1,92019,komba,worm,guk,guk,g u k,worm,McElhanon1967,188,
komba-long-1,90773,komba,long,kârep,kârep,k â r e p,long,McElhanon1967,44,
komba-hissister-1,92229,komba,hissister,uru-,uru-,u r u -,(his) sister,McElhanon1967,358,
komba-new-1,91123,komba,new,irakŋâ,irakŋâ,i r a k ŋ â,new,McElhanon1967,359,
komba-hefalls-1,91781,komba,hefalls,lokgi-,lokgi-,l o k g i -,(he) falls,McElhanon1967,360,
komba-itstongue-1,91515,komba,itstongue,nâbâlam-,nâbâlam-,n â b â l a m -,(its) tongue,McElhanon1967,57,
komba-lake-1,91963,komba,lake,degân,degân,d e g â n,lake,McElhanon1967,11,
komba-itisdry-1,91137,komba,itisdry,ararâŋ-,ararâŋ-,a r a r â ŋ -,(it is) dry,McElhanon1967,361,
komba-hecries-1,92145,komba,hecries,isi-,isi-,i s i -,(he) cries,McElhanon1967,362,
komba-big-1,90787,komba,big,patâ,patâ,p a t â,big,McElhanon1967,363,
komba-hevomits-1,92103,komba,hevomits,mohat-,mohat-,m o h a t -,(he) vomits,McElhanon1967,364,
komba-cold-1,91151,komba,cold,pâteŋ,pâteŋ,p â t e ŋ,cold,McElhanon1967,365,
komba-hecuts-1,91879,komba,hecuts,mânâga-,mânâga-,m â n â g a -,(he) cuts,McElhanon1967,366,
komba-itisfull-1,90619,komba,itisfull,pik-,pik-,p i k -,(it is) full,McElhanon1967,367,
komba-hisfather-1,92243,komba,hisfather,iwâ-,iwâ-,i w â -,(his) father,McElhanon1967,368,
komba-louse-1,91417,komba,louse,imen,imen,i m e n,louse,McElhanon1967,128,
komba-itshead-1,91613,komba,itshead,kauk-,kauk-,k a u k -,(its) head,McElhanon1967,369,
komba-itsname-1,91165,komba,itsname,kut-,kut-,k u t -,(its) name,McElhanon1967,370,
komba-helaughs-1,92117,komba,helaughs,girâŋ-,girâŋ-,g i r â ŋ -,(he) laughs,McElhanon1967,371,
komba-small-1,90801,komba,small,mâiktâ,mâiktâ,m â i k t â,small,McElhanon1967,372,
komba-stick-1,92005,komba,stick,kabam,kabam,k a b a m,stick,McElhanon1967,373,
komba-this-1,90535,komba,this,zi,zi,z i,this,McElhanon1967,280,
komba-itsfat-1,90913,komba,itsfat,kelâk-,kelâk-,k e l â k -,(its) fat,McElhanon1967,59,
komba-not-1,91179,komba,not,mâ,mâ,m â,not,McElhanon1967,179,
komba-heturns-1,91795,komba,heturns,purik-,purik-,p u r i k -,(he) turns,McElhanon1967,374,
komba-itburns-1,91193,komba,itburns,si-,si-,s i -,(it) burns,McElhanon1967,66,
komba-itsbreath-1,92089,komba,itsbreath,yaak,yaak,y a a k,(its) breath,McElhanon1967,375,
komba-star-1,90815,komba,star,segelak,segelak,s e g e l a k,star,McElhanon1967,68,
komba-hisbrother-1,92215,komba,hisbrother,ata-,ata-,a t a -,(his) brother,McElhanon1967,376,
komba-hisknee-1,90633,komba,hisknee,simin-,simin-,s i m i n -,(his) knee,McElhanon1967,58,
komba-hesucks-1,92131,komba,hesucks,musuku-,musuku-,m u s u k u -,(he) sucks,McElhanon1967,377,
komba-road-1,91207,komba,road,mâtâp,mâtâp,m â t â p,road,McElhanon1967,378,
komba-some-1,91893,komba,some,nâbut-,nâbut-,n â b u t -,some,McElhanon1967,379,
komba-bird-1,91445,komba,bird,ni,ni,n i,bird,McElhanon1967,237,
komba-how-1,91697,komba,how,ikâi azo,ikâi azo,i k â i + a z o,how,McElhanon1967,380,
komba-who-1,90493,komba,who,ŋâi,ŋâi,ŋ â i,who,McElhanon1967,381,
komba-hismother-1,92257,komba,hismother,mam-,mam-,m a m -,(his) mother,McElhanon1967,382,
komba-water-1,91221,komba,water,to,to,t o,water,McElhanon1967,383,
komba-heholds-1,91767,komba,heholds,mi-,mi-,m i -,(he) holds,McElhanon1967,23,
komba-sun-1,90829,komba,sun,mirâsiŋ,mirâsiŋ,m i r â s i ŋ,sun,McElhanon1967,384,
komba-short-1,91907,komba,short,târâp-,târâp-,t â r â p -,short,McElhanon1967,385,
komba-woman-1,91459,komba,woman,abân,abân,a b â n,woman,McElhanon1967,91,
komba-wind-1,91921,komba,wind,berom,berom,b e r o m,wind,McElhanon1967,386,
komba-hehithim-1,91249,komba,hehithim,ku-,ku-,k u -,(he) hit him,McElhanon1967,387,
komba-dull-1,92201,komba,dull,palâmŋâ,palâmŋâ,p a l â m ŋ â,dull,McElhanon1967,388,
komba-cloud-1,90843,komba,cloud,sasa,sasa,s a s a,cloud,McElhanon1967,389,
komba-heshoots-1,92299,komba,heshoots,zer-,zer-,z e r -,(he) shoots,McElhanon1967,390,
komba-itsclaw-1,90647,komba,itsclaw,pakit-,pakit-,p a k i t -,(its) claw,McElhanon1967,391,
komba-old-1,92173,komba,old,sobâ,sobâ,s o b â,old,McElhanon1967,392,
komba-smoke-1,91235,komba,smoke,mudo,mudo,m u d o,smoke,McElhanon1967,393,
komba-snake-1,92033,komba,snake,mulum,mulum,m u l u m,snake,McElhanon1967,394,
komba-heknows-1,91263,komba,heknows,naga-,naga-,n a g a -,(he) knows,McElhanon1967,395,
komba-he-1,91641,komba,he,zâk,zâk,z â k,he,McElhanon1967,396,
komba-itstooth-1,91529,komba,itstooth,sât-,sât-,s â t -,(its) tooth,McElhanon1967,51,
komba-hespits-1,92159,komba,hespits,tâp-,tâp-,t â p -,(he) spits,McElhanon1967,397,
komba-sand-1,91277,komba,sand,sak,sak,s a k,sand,McElhanon1967,92,
komba-hecounts-1,92313,komba,hecounts,sâlâpku-,sâlâpku-,s â l â p k u -,(he) counts,McElhanon1967,398,
komba-rain-1,90857,komba,rain,map,map,m a p,rain,McElhanon1967,399,
komba-animal-1,92047,komba,animal,zu,zu,z u,animal,McElhanon1967,400,
komba-one-1,90549,komba,one,kânok,kânok,k â n o k,one,McElhanon1967,401,
komba-sky-1,91935,komba,sky,subem,subem,s u b e m,sky,McElhanon1967,402,
komba-stone-1,91291,komba,stone,kât,kât,k â t,stone,McElhanon1967,403,
komba-warm-1,92187,komba,warm,uruk uruk,uruk uruk,u r u k + u r u k,warm,McElhanon1967,404,
komba-mountain-1,91305,komba,mountain,bakŋa,bakŋa,b a k ŋ a,mountain,McElhanon1967,405,
komba-hepushes-1,91837,komba,hepushes,maati-,maati-,m a a t i -,(he) pushes,McElhanon1967,406,
komba-itsbelly-1,90871,komba,itsbelly,tip-,tip-,t i p -,(its) belly,McElhanon1967,407,
komba-itsback-1,92061,komba,itsback,kâdât-,kâdât-,k â d â t -,(its) back,McElhanon1967,408,
komba-breast-1,90661,komba,breast,nam-,nam-,n a m -,breast,McElhanon1967,209,
komba-itswing-1,92075,komba,itswing,awât-,awât-,a w â t -,(its) wing,McElhanon1967,409,
komba-itstail-1,91557,komba,itstail,daa-,daa-,d a a -,(its) tail,McElhanon1967,105,
komba-they-1,91669,komba,they,zâk,zâk,z â k,they,McElhanon1967,410,
komba-ashes-1,91319,komba,ashes,kau,kau,k a u,ashes,McElhanon1967,411,
komba-rope-1,92285,komba,rope,tâk,tâk,t â k,rope,McElhanon1967,412,
komba-man-1,91473,komba,man,a,a,a,man,McElhanon1967,413,
komba-hewashes-1,91851,komba,hewashes,sâgon-,sâgon-,s â g o n -,(he) washes,McElhanon1967,135,
komba-earth-1,91333,komba,earth,an,an,a n,earth,McElhanon1967,414,
